sku,fullName,url,activo,categoria,subcategoria,precio_actual,precio_referencia,stock_actual,tipo_receta,laboratorio,marca,presentacion,composicion,principio_activo,principio_activo_id
158887,Vitamina C Eferv. Sabor a Naranja 1000 mg x 20 German Energy,https://www.farmaloop.cl/products/vitamina-c-eferv-sabor-a-naranja-1000-mg-x-20-german-energy-158887/,true,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),SOC MEDICA IMPORTADORA Y COMERCIALIZADORA BIOPLUS SPA,,Tableta,,,
158888,Vitamina E 400 mg x 30 cap,https://www.farmaloop.cl/products/vitamina-e-400-mg-x-30-cap-158888/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),American Nutrition,,Cápsula,,,
158889,Pediasure Líquido Complete Vainilla x 220 ml,https://www.farmaloop.cl/products/pediasure-liquido-complete-vainilla-x-220-ml-158889/,true,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),Abbout Nutrition,,Envase unidosis,,,
158891,Gummies Colageno + Biotina + Vitamina C 30 gomitas,https://www.farmaloop.cl/products/gummies-colageno-biotina-vitamina-c-30-gomitas-158891/,false,Suplementos y Vitaminas,Suplementos,5410,8990,0,Venta directa (Sin receta),LABORATORIO GREEN MEDICAL,,Caramelo,,,
158921,Vitamina D3 800UI 60 Cápsulas,https://www.farmaloop.cl/products/vitamina-d3-800ui-60-capsulas-158921/,false,Suplementos y Vitaminas,Vitaminas y Minerales,3460,5900,0,Venta directa (Sin receta),LABORATORIO GREEN MEDICAL,,Cápsula,,,
158922,Vitamina D3 800 UI 60 cápsulas,https://www.farmaloop.cl/products/vitamina-d3-800-ui-60-capsulas-158922/,false,Suplementos y Vitaminas,Vitaminas y Minerales,3520,10490,0,Venta directa (Sin receta),AURAVITALIS LAB,,Cápsula,,,
158925,Vitamina C Sabor Berries,https://www.farmaloop.cl/products/vitamina-c-sabor-berries-158925/,true,Suplementos y Vitaminas,Vitaminas y Minerales,3430,4290,20,Venta directa (Sin receta),SOC MEDICA IMPORTADORA Y COMERCIALIZADORA BIOPLUS SPA,,Cápsula,,,
158926,Omega 3 Up x 60 Cap,https://www.farmaloop.cl/products/omega-3-up-x-60-cap-158926/,false,Suplementos y Vitaminas,Vitaminas,16460,0,0,Venta directa (Sin receta),LABORATORIO NEWSCIENCE,,,,,
158928,Pack de Colágeno con Vitamina C + Zinc,https://www.farmaloop.cl/products/pack-de-colageno-con-vitamina-c-zinc-158928/,false,Suplementos y Vitaminas,Vitaminas,,,0,Venta directa (Sin receta),SIN COMPAÑIA,,Unidad,,,
158930,Nutrapharm Gummies Biotina Plus x 60 unidades,https://www.farmaloop.cl/products/nutrapharm-gummies-biotina-plus-x-60-unidades-158930/,true,Suplementos y Vitaminas,Vitaminas y Minerales,10980,16999,2,Venta directa (Sin receta),NUTRAPHARM,,Unidad,,,
158931,Nutrapharm Citrato de Magnesio 400mg x 60 Cápsulas,https://www.farmaloop.cl/products/nutrapharm-citrato-de-magnesio-400mg-x-60-capsulas-158931/,true,Suplementos y Vitaminas,Vitaminas y Minerales,6900,9990,8,Venta directa (Sin receta),NUTRAPHARM,,Comprimido,,,
158933,Nutrapharm Gummies L-triptófano x 60 unidaes,https://www.farmaloop.cl/products/nutrapharm-gummies-ltriptofano-x-60-unidaes-158933/,true,Suplementos y Vitaminas,Vitaminas y Minerales,10990,16999,6,Venta directa (Sin receta),NUTRAPHARM,,Unidad,,,
158934,Nutrapharm Gummies Citrato Magnesio x 60 unidades,https://www.farmaloop.cl/products/nutrapharm-gummies-citrato-magnesio-x-60-unidades-158934/,true,Suplementos y Vitaminas,Vitaminas y Minerales,10990,16999,5,Venta directa (Sin receta),NUTRAPHARM,,Unidad,citrato de magnesio 165 mg,,
158935,Nutrapharm Gummies Multivitamínico x 60 unidades,https://www.farmaloop.cl/products/nutrapharm-gummies-multivitaminico-x-60-unidades-158935/,true,Suplementos y Vitaminas,Vitaminas y Minerales,7990,16999,9,Venta directa (Sin receta),NUTRAPHARM,,Caramelo,,,
158951,Abecidin ACD 30 ml Solución Oral Para Gotas (Cenabast),https://www.farmaloop.cl/products/abecidin-acd-x-30-ml-solucion-oral-para-gotas-cenabast-158951/,true,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),LABORATORIO PASTEUR S.A.,,Unidad,,,
158969,Hierro 25mg Solgar 90 Cápsulas,https://www.farmaloop.cl/products/-solgar-hierro-25mg-x-90-capsulas-158969/,true,Suplementos y Vitaminas,Vitaminas y Minerales,15990,19990,0,Venta directa (Sin receta),SOC. COM. NLS NUTRALINE SUPLEMENT LTDA.,,Cápsula,hierro 25 mg,,
158984,Zinc Tab efervescente 20mg x 20 Unidades.,https://www.farmaloop.cl/products/zinc-tab-efervescente-20mg-x-20-unidades-158984/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),Nutrazul,,Tableta,,,
158985,Vitamina B12 Veganas Natural Farm 60 Cápsulas ,https://www.farmaloop.cl/products/vitamina-b12-veganas-x-60-capsulas-natural-farm-158985/,true,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),NATURAL FARM,,Cápsula,,,
158992,Infor Pro Senior 60 Comprimidos Recubiertos,https://www.farmaloop.cl/products/infor-pro-senior-60-comprimidos-recubiertos-158992/,true,Suplementos y Vitaminas,Vitaminas y Minerales,11990,14999,3,Venta directa (Sin receta),LABORATORIOS PRATER S A,,Comprimido,multivitaminas y minerales,,
158993,Infor Pro Mujer 30 Comprimidos Recubiertos,https://www.farmaloop.cl/products/infor-pro-mujer-30-comprimidos-recubiertos-158993/,true,Suplementos y Vitaminas,Vitaminas y Minerales,8800,11690,3,Venta directa (Sin receta),LABORATORIOS PRATER S A,,Comprimido,multivitaminas y minerales,,
158994,Infor Pro Beauty 60 Cápsulas,https://www.farmaloop.cl/products/-infor-pro-beauty-x-60-capsulas-158994/,true,Suplementos y Vitaminas,Suplementos,11600,16990,1,Venta directa (Sin receta),LABORATORIOS PRATER S A,,Cápsula,multivitaminas y minerales,,
158997,Propóleo spray tradicional sabor menta 30ml ,https://www.farmaloop.cl/products/propoleo-spray-tradicional-sabor-menta-30ml-158997/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),LABORATORIO SPRINGLIFE,SPRINGLIFE,Unidad,,,
159001,Zinc citrato 20 mg x 30 caps,https://www.farmaloop.cl/products/zinc-citrato-20-mg-x-30-caps-159001/,true,Suplementos y Vitaminas,Vitaminas,,,0,Venta directa (Sin receta),KNOP LABORATORIOS S.A.,,Cápsula,,,
159002,Vitamina C 1000 mg 20 com eferv x 9 tubos,https://www.farmaloop.cl/products/vitamina-c-1000-mg-20-com-eferv-x-9-tubos-159002/,false,Suplementos y Vitaminas,Vitaminas,,,0,Venta directa (Sin receta),MDC HEALTH SPA,,Tableta,,,
159018,Cúrcuma + Pimienta Negra 90 Cápsulas,https://www.farmaloop.cl/products/curcuma-pimienta-180-x-capsulas-159018/,false,Suplementos y Vitaminas,Suplementos,9740,12990,0,Venta directa (Sin receta),Pharma QF,,Cápsula,,,
159019,Creatina 180 x  Caps.,https://www.farmaloop.cl/products/creatina-180-x-caps-159019/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),Pharma QF,,Cápsula,,,
159022,Cranberry 90 x Caps.,https://www.farmaloop.cl/products/cranberry-90-x-caps-159022/,false,Suplementos y Vitaminas,Vitaminas y Minerales,8890,11890,0,Venta directa (Sin receta),Pharma QF,,Comprimido,,,
159023,Flor de Jamaica 60 Cápsulas,https://www.farmaloop.cl/products/flor-de-jamaica-60-x-caps-159023/,false,Suplementos y Vitaminas,Suplementos,6920,11990,0,Venta directa (Sin receta),Pharma QF,,Cápsula,,,
159024,Magnesio citrato 90 x Caps.,https://www.farmaloop.cl/products/magnesio-citrato-90-x-caps-159024/,true,Suplementos y Vitaminas,Vitaminas y Minerales,7990,9990,0,Venta directa (Sin receta),Pharma QF,,Cápsula,,,
159025,Magnesio Quelado 60 x Caps.,https://www.farmaloop.cl/products/magnesio-quelado-60-x-caps-159025/,true,Suplementos y Vitaminas,Vitaminas y Minerales,7790,12990,0,Venta directa (Sin receta),Pharma QF,,Unidad,,,
159026,Maca 60 Cápsulas,https://www.farmaloop.cl/products/maca-60-x-caps-159026/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),Pharma QF,,Cápsula,,,
159028,Ashwaganda 90 x Caps,https://www.farmaloop.cl/products/ashwaganda-90-x-caps-159028/,true,Suplementos y Vitaminas,Vitaminas y Minerales,9990,12600,0,Venta directa (Sin receta),Pharma QF,,Unidad,,,
159029,Resveratrol 60 x Caps.,https://www.farmaloop.cl/products/resveratrol-60-x-caps-159029/,true,Suplementos y Vitaminas,Vitaminas y Minerales,8890,16990,0,Venta directa (Sin receta),Pharma QF,,,,,
159014,Calme Fort  90 Cápsulas,https://www.farmaloop.cl/products/calme-fort-x-90-caps-159014/,true,Suplementos y Vitaminas,Suplementos,7990,9990,3,Venta directa (Sin receta),Pharma QF,,Cápsula,,,
159015,Cicra Centella Asiática 60 Cápsulas,https://www.farmaloop.cl/products/cicra-x-60-caps-159015/,false,Suplementos y Vitaminas,Suplementos,7500,10990,0,Venta directa (Sin receta),Pharma QF,,Cápsula,,,
159016,Femme Activ  60 Cápsulas 500mg,https://www.farmaloop.cl/products/femme-activ-x-60-caps-159016/,true,Suplementos y Vitaminas,Suplementos,5000,10900,0,Venta directa (Sin receta),Pharma QF,,Cápsula,,,
159030,Infor vit Zinc 60 comprimidos recubiertos,https://www.farmaloop.cl/products/infor-vit-zinc-x-60-com-159030/,true,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),LABORATORIOS PRATER S A,,Cápsula,,,
159037,Pediasure Vainilla x 850gr,https://www.farmaloop.cl/products/pediasure-vainilla-x-850gr-159037/,true,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),Abbout Nutrition,,Tarro,,,
159038,Enterex Karbs x 450 g Polvo,https://www.farmaloop.cl/products/enterex-karbs-x-450-g-polvo-159038/,true,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),LABORATORIO MEGALABS CHILE S.A.,,Sobre,,,
159039,Inmunex Plus Vainilla Late x 131 g Sachet,https://www.farmaloop.cl/products/inmunex-plus-vainilla-late-x-131-g-sachet-159039/,true,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),LABORATORIO MEGALABS CHILE S.A.,,Envase unidosis,,,
159046,Maam Vit 30 Cápsulas,https://www.farmaloop.cl/products/maam-vit-30-cap-159046/,true,Suplementos y Vitaminas,Suplementos,16990,21790,4,Venta directa (Sin receta),LABORATORIO CHILE S A,,Cápsula,,,
159096,Vitamin UP MultiWoman 60 comprimidos,https://www.farmaloop.cl/products/vitamin-up-multiwoman-x-60-comprimidos-159096/,true,Suplementos y Vitaminas,Vitaminas y Minerales,13990,15990,0,Venta directa (Sin receta),LABORATORIO NEWSCIENCE,,Comprimido,,,
159098,Vitamin UP Vitamina D x 60 cápsulas,https://www.farmaloop.cl/products/vitamin-up-vitamina-d-x-60-capsulas-159098/,true,Suplementos y Vitaminas,Vitaminas y Minerales,13590,16990,0,Venta directa (Sin receta),LABORATORIO NEWSCIENCE,,Cápsula,,,
159099,Selenio 100 mcg Now 100 comprimidos,https://www.farmaloop.cl/products/selenio-100-mcg-x-100-comprimidos-159099/,true,Suplementos y Vitaminas,Vitaminas y Minerales,8390,10210,0,Venta directa (Sin receta),American Nutrition,,Comprimido,,,
159105,Bisglinato de magnesio  x 90 cápsulas,https://www.farmaloop.cl/products/bisciclinato-de-magnesio-x-90-cap-159105/,true,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),Pharma QF,,Cápsula,,,
159131,Vitamina D kids Colecalciferol 200 UI/ Gotas,https://www.farmaloop.cl/products/vitamina-d-kids-colecalciferol-200-ui-gotas-159131/,true,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),EUROFARMA CHILE S.A.,,Frasco ampolla,,,
159198,Vitamin D3 600 UI Solgar 120 Cápsulas Veganas,https://www.farmaloop.cl/products/vitamin-d3-600-iu-120-vegi-caps-159198/,true,Suplementos y Vitaminas,Vitaminas y Minerales,16760,25990,0,Venta directa (Sin receta),SOC. COM. NLS NUTRALINE SUPLEMENT LTDA.,,Cápsula,,,
159199,Vitamina D3 400 UI Solgar 100 Cápsulas Softgel,https://www.farmaloop.cl/products/vitamina-d3-400-iu-100-soft-sol-159199/,true,Suplementos y Vitaminas,Vitaminas y Minerales,13590,16990,0,Venta directa (Sin receta),SOC. COM. NLS NUTRALINE SUPLEMENT LTDA.,,Cápsula,,,
159201,Zinc 20mg Sunvit 60 Tabletas,https://www.farmaloop.cl/products/zinc-picolinate-20mg-60-tab-svl-159201/,true,Suplementos y Vitaminas,Vitaminas y Minerales,9290,11990,0,Venta directa (Sin receta),SOC. COM. NLS NUTRALINE SUPLEMENT LTDA.,,Cápsula,,,
159202,Vitaminas Multi Senior Sunvit 60 Tabletas,https://www.farmaloop.cl/products/multi-senior-60-tabs-svl-159202/,true,Suplementos y Vitaminas,Vitaminas y Minerales,14990,18990,3,Venta directa (Sin receta),SOC. COM. NLS NUTRALINE SUPLEMENT LTDA.,,Tableta,,,
159207,"Crevet Light Vitamina C 100mg x 100 Comp, Mast.  Sabor Naranja",https://www.farmaloop.cl/products/crevet-light-vitamina-c-100mg-x-100-comp-mast-sabor-naranja-159207/,true,Suplementos y Vitaminas,Vitaminas y Minerales,1590,2490,5,Venta directa (Sin receta),LABORATORIOS PRATER S A,,Comprimido,,,
159208,Crevet Light Vitamina C 500mg x 32Comp Mast. Sabor Naranja,https://www.farmaloop.cl/products/crevet-light-vitamina-c-500mg-x-32comp-mast-sabor-naranja-159208/,false,Suplementos y Vitaminas,Vitaminas y Minerales,2900,0,0,Venta directa (Sin receta),LABORATORIOS PRATER S A,,Comprimido,,,
159217,ZINC 30 MG / 15 MG (60) - VitaminLife Zinc-15 60 Tabletas,https://www.farmaloop.cl/products/zinc-30-mg-15-mg-60-vitaminlife-zinc15-60-tabletas-159217/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),GENERICOS,,Comprimido,,,
159220,Cúrcuma pimienta 180 x Cápsulas,https://www.farmaloop.cl/products/curcuma-pimienta-180-x-capsulas-159220/,false,Suplementos y Vitaminas,Suplementos,9990,12490,0,Venta directa (Sin receta),Pharma QF,,Cápsula,,,
159246,Okrabiotic Probióticos + Cromo  120 cápsulas,https://www.farmaloop.cl/products/-anc-okrabiotic-x-120-cap-159246/,true,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),American Nutrition,,Cápsula,,,
159274,Ensure Clinical  RPB Vainilla x 220 ML (1.5 kcal/mL),https://www.farmaloop.cl/products/ensure-clinical-rpb-vainilla-x-220-ml-15-kcalml-159274/,true,Suplementos y Vitaminas,Suplementos,2580,3690,0,Venta directa (Sin receta),ABBOTT LABORATORIES DE CHILE LTDA.,,Envase unidosis,,,
159283,"Vitamina C Mini + Multivitaminas, Frambuesa 20 tabletas efervecentes",https://www.farmaloop.cl/products/vitamina-c-mini-multivitaminas-frambuesa-20-tabletas-efervecentes-159283/,true,Suplementos y Vitaminas,Vitaminas y Minerales,3000,3990,4,Venta directa (Sin receta),SOC MEDICA IMPORTADORA Y COMERCIALIZADORA BIOPLUS SPA,,Tableta,,,
159284,"Gomitas L-triptófano+Magsenio+B6, 30 gomitas",https://www.farmaloop.cl/products/gomitas-ltriptofanomagseniob6-30-gomitas-159284/,true,Suplementos y Vitaminas,Suplementos,5750,10990,0,Venta directa (Sin receta),SOC MEDICA IMPORTADORA Y COMERCIALIZADORA BIOPLUS SPA,,Tarro,,,
159285,"Gomitas Vitamina C+ Zinc, 30 Gomitas",https://www.farmaloop.cl/products/gomitas-vitamina-c-zinc-30-gomitas-159285/,true,Suplementos y Vitaminas,Vitaminas y Minerales,5990,10990,0,Venta directa (Sin receta),SOC MEDICA IMPORTADORA Y COMERCIALIZADORA BIOPLUS SPA,,Unidad,,,
159286,"Gomitas Biotina + Zinc, 30 Gomitas",https://www.farmaloop.cl/products/gomitas-biotina-zinc-30-gomitas-159286/,true,Suplementos y Vitaminas,Vitaminas y Minerales,6900,10990,5,Venta directa (Sin receta),SOC MEDICA IMPORTADORA Y COMERCIALIZADORA BIOPLUS SPA,,Unidad,,,
159289,Vitapark Brain Protect 60 Cápsulas,https://www.farmaloop.cl/products/vitapark-brain-protect-159289/,true,Suplementos y Vitaminas,Vitaminas,22790,28490,0,Venta directa (Sin receta),PRODUCTOS FARMACÉUTICOS Y NUTRACÉUTICOS NEUROPHARMA LIMITADA,,Cápsula,"coenzima q10 15 mg | cianocobalamina (vitamina b12) 0,012 mg | acido folico 400 mg",,
159306,Vitamina C 1000mg Sabor Limón Vitaenergy 20 tabletas efervecentes,https://www.farmaloop.cl/products/vitamina-c-limon-vita-energy-159306/,true,Suplementos y Vitaminas,Vitaminas y Minerales,2990,4190,9,Venta directa (Sin receta),SOC MEDICA IMPORTADORA Y COMERCIALIZADORA BIOPLUS SPA,,Tableta,,,
159325,Infor Vit Zinc 60 Comprimidos,https://www.farmaloop.cl/products/infor-vit-zinc-60-comprimidos-159325/,true,Suplementos y Vitaminas,Vitaminas y Minerales,5000,9990,0,Venta directa (Sin receta),LABORATORIOS PRATER S A,,Comprimido,,,
159326,Infor Vit Magnesio Citrato 60 cápsulas,https://www.farmaloop.cl/products/infor-vit-magnesio-citrato-60-capsulas-159326/,true,Suplementos y Vitaminas,Vitaminas y Minerales,11990,14990,2,Venta directa (Sin receta),LABORATORIOS PRATER S A,,Cápsula,,,
159328,Crevet Light Maqui Vitamina C 500 mg 32 comprimidos,https://www.farmaloop.cl/products/crevet-light-maqui-vitamina-c-500-mg-32-comprimidos-159328/,true,Suplementos y Vitaminas,Vitaminas y Minerales,3690,4690,0,Venta directa (Sin receta),LABORATORIOS PRATER S A,,Comprimido,,,
159364,Citriol Citrato de Magnesio - Berries 150 grs. 30 porciones,https://www.farmaloop.cl/products/citriol-berries-150-gr-x-30-porciones-159364/,true,Suplementos y Vitaminas,Vitaminas y Minerales,7500,12990,12,Venta directa (Sin receta),NUTRAPHARM,,Tarro,,,
159365,"Citriol L-Triptófano Berries, 150grs, 30 porciones",https://www.farmaloop.cl/products/citriol-ltriptofano-berries-150-gr-x-30-porciones-159365/,true,Suplementos y Vitaminas,Vitaminas y Minerales,9700,14990,0,Venta directa (Sin receta),NUTRAPHARM,,Tarro,,,
159372,"NAD+ Boost Complejo nutricional Nutrapharm, 60 cápsulas",https://www.farmaloop.cl/products/nad-boost-x-60-caps-159372/,true,Suplementos y Vitaminas,Suplementos,19990,24990,4,Venta directa (Sin receta),NUTRAPHARM,,Cápsula,,,
159376,"Visiox Vitaminas-Minerales-Antioxidantes Nutrapharm, 30 Cápsulas",https://www.farmaloop.cl/products/visiox-caps30-un-159376/,true,Suplementos y Vitaminas,Vitaminas y Minerales,9590,11990,5,Venta directa (Sin receta),NUTRAPHARM,,Cápsula,,,
159414,Mag Max Brain 60 Cápsulas,https://www.farmaloop.cl/products/mag-max-brain-60-comprimidos-159414/,true,Suplementos y Vitaminas,Vitaminas y Minerales,29000,32990,2,Venta directa (Sin receta),LABORATORIO NEWSCIENCE,NEWSCIENCE,Cápsula,magnesio,,
159415,Mag Max 4 Magnesios 60 Comprimidos,https://www.farmaloop.cl/products/mag-max-4-magnesios-60-comprimidos-159415/,true,Suplementos y Vitaminas,Vitaminas y Minerales,29890,34990,2,Venta directa (Sin receta),LABORATORIO NEWSCIENCE,NEWSCIENCE,Comprimido,citrato de magnesio,,
159421,Vidyn 50.000UI Vitamina D3 4 Cápsulas Blandas,https://www.farmaloop.cl/products/vidyn-50000-ui-x-4-capsulas-blandas-159421/,true,Suplementos y Vitaminas,Vitaminas y Minerales,14870,18590,2,Venta directa (Sin receta),INSTITUTO SANITAS S.A.,INSTITUTO SANITAS SA,Cápsula,,,
159574,Vedipal 450 mg/50 mg x 60 Comprimidos,https://www.farmaloop.cl/products/vedipal-450-mg50-mg-x-60-comprimidos-159574/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),ADIUM-TECNOFARMA S.A.,,Comprimido,diosmina 450 mg | hesperidina 50 mg,,
159585,Folacid Ácido Fólico 1mg 60 Comprimidos - (Cenabast),https://www.farmaloop.cl/products/folacid-1mg-x-60-comprimidos-cenabast-159585/,true,Suplementos y Vitaminas,Suplementos,1720,7790,0,Presentación receta médica,ITF-LABOMED FARMACEUTICA LTDA.,,Comprimido,ac folico(vit b9) 1 mg,,
159586,Heliofol Ácido Fólico 5mg 30 Comprimidos - Cenabast,https://www.farmaloop.cl/products/heliofol-5-mg-x-30-comprimidos-cenabast-159586/,true,Suplementos y Vitaminas,Suplementos,1490,4400,0,Presentación receta médica,SYNTHON CHILE LIMITADA,,Comprimido,ac folico(vit b9) 5 mg,,
159600,Ashwagandha 1000mg 60 Cápsulas,https://www.farmaloop.cl/products/ashwaganda-60-caps-159600/,true,Suplementos y Vitaminas,Vitaminas y Minerales,12990,15990,0,Venta directa (Sin receta),WINKLER LIMITADA,WINKLER NUTRITION,Cápsula,,,
159601,GEL BOOST LIMON 24 UN.CAJITA,https://www.farmaloop.cl/products/gel-boost-limon-24-uncajita-159601/,true,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),WINKLER LIMITADA,WINKLER NUTRITION,Sobre,,,
159604,Melena de León Winkler 60 Cápsulas,https://www.farmaloop.cl/products/melena-de-leon-60-caps-159604/,true,Suplementos y Vitaminas,Vitaminas y Minerales,12990,15990,2,Venta directa (Sin receta),WINKLER LIMITADA,WINKLER NUTRITION,Cápsula,,,
159605,OMEGA 3 ENV. 90 CAPS.,https://www.farmaloop.cl/products/omega-3-env-90-caps-159605/,true,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),WINKLER LIMITADA,WINKLER NUTRITION,Cápsula,,,
159618,Vitamina B12 Vegana 120 cápsulas – Foodtech,https://www.farmaloop.cl/products/vegan-vitamin-b12-caps-159618/,true,Suplementos y Vitaminas,Vitaminas y Minerales,17070,29990,0,Venta directa (Sin receta),FOODTECH,,Cápsula,,,
159627,Finartrit Polvo Naranja 30 Sobres - Cenabast,https://www.farmaloop.cl/products/finartrit-polvo-oral-caha-30-sobres-sobres-cenabast-159627/,true,Suplementos y Vitaminas,Suplementos,19990,37790,0,Venta directa (Sin receta),LABORATORIO MEGALABS CHILE S.A.,ANDROMACO,Sobre,,,
159645,Nutrapharm EnFibra Fibersol™ 30 Sachets,https://www.farmaloop.cl/products/enfibra-fibersol-x-30-stickpack-159645/,true,Suplementos y Vitaminas,Suplementos,20990,26990,4,Venta directa (Sin receta),NUTRAPHARM,,Sobre,,,
159646,Nutrapharm Momeria 60 Comprimidos,https://www.farmaloop.cl/products/momeria-60-comprimidos-159646/,true,Suplementos y Vitaminas,Suplementos,18990,24990,8,Venta directa (Sin receta),NUTRAPHARM,,Comprimido,,,
